Nacionalidad;Pais_de_nacimiento;Periodo;Total
De Centro América y Caribe;Extranjero;2009S2;11223
De Centro América y Caribe;Extranjero;2009S1;12016
De Centro América y Caribe;Extranjero;2008S2;15652
De Centro América y Caribe;Extranjero;2008S1;19838
Cuba;Total;2022S1;6685
Cuba;Total;2021S2;5538
Cuba;Total;2021S1;4049
Cuba;Total;2020S2;1767
Cuba;Total;2020S1;4662
Cuba;Total;2019S2;7748
Cuba;Total;2019S1;6414
Cuba;Total;2018S2;6171
Cuba;Total;2018S1;5157
Cuba;Total;2017S2;4197
Cuba;Total;2017S1;3809
Cuba;Total;2016S2;3245
Cuba;Total;2016S1;2626
Cuba;Total;2015S2;2698
Cuba;Total;2015S1;2155
Cuba;Total;2014S2;2467
Cuba;Total;2014S1;2141
Cuba;Total;2013S2;2702
Cuba;Total;2013S1;2414
Cuba;Total;2012S2;2710
Cuba;Total;2012S1;3020
Cuba;Total;2011S2;3841
Cuba;Total;2011S1;3558
Cuba;Total;2010S2;3452
Cuba;Total;2010S1;2662
Cuba;Total;2009S2;2726
Cuba;Total;2009S1;2907
Cuba;Total;2008S2;4112
Cuba;Total;2008S1;4798
Cuba;España;2022S1;5
Cuba;España;2021S2;5
Cuba;España;2021S1;3
Cuba;España;2020S2;2
Cuba;España;2020S1;3
Cuba;España;2019S2;14
Cuba;España;2019S1;2
Cuba;España;2018S2;3
Cuba;España;2018S1;8
Cuba;España;2017S2;9
Cuba;España;2017S1;6
Cuba;España;2016S2;11
Cuba;España;2016S1;13
Cuba;España;2015S2;7
Cuba;España;2015S1;11
Cuba;España;2014S2;8
Cuba;España;2014S1;15
Cuba;España;2013S2;11
Cuba;España;2013S1;8
Cuba;España;2012S2;17
Cuba;España;2012S1;15
Cuba;España;2011S2;13
Cuba;España;2011S1;7
Cuba;España;2010S2;6
Cuba;España;2010S1;6
Cuba;España;2009S2;9
Cuba;España;2009S1;10
Cuba;España;2008S2;11
Cuba;España;2008S1;16
Cuba;Extranjero;2022S1;6680
Cuba;Extranjero;2021S2;5533
Cuba;Extranjero;2021S1;4046
Cuba;Extranjero;2020S2;1765
Cuba;Extranjero;2020S1;4659
Cuba;Extranjero;2019S2;7734
Cuba;Extranjero;2019S1;6412
Cuba;Extranjero;2018S2;6168
Cuba;Extranjero;2018S1;5149
Cuba;Extranjero;2017S2;4188
Cuba;Extranjero;2017S1;3803
Cuba;Extranjero;2016S2;3233
Cuba;Extranjero;2016S1;2612
Cuba;Extranjero;2015S2;2691
Cuba;Extranjero;2015S1;2144
Cuba;Extranjero;2014S2;2459
Cuba;Extranjero;2014S1;2126
Cuba;Extranjero;2013S2;2691
Cuba;Extranjero;2013S1;2405
Cuba;Extranjero;2012S2;2693
Cuba;Extranjero;2012S1;3005
Cuba;Extranjero;2011S2;3828
Cuba;Extranjero;2011S1;3551
Cuba;Extranjero;2010S2;3446
Cuba;Extranjero;2010S1;2656
Cuba;Extranjero;2009S2;2717
Cuba;Extranjero;2009S1;2897
Cuba;Extranjero;2008S2;4101
Cuba;Extranjero;2008S1;4782
Honduras;Total;2022S1;16451
Honduras;Total;2021S2;6985
Honduras;Total;2021S1;3326
Honduras;Total;2020S2;6581
Honduras;Total;2020S1;12082
Honduras;Total;2019S2;14283
Honduras;Total;2019S1;14797
Honduras;Total;2018S2;11900
Honduras;Total;2018S1;11539
Honduras;Total;2017S2;9899
Honduras;Total;2017S1;8383
Honduras;Total;2016S2;5813
Honduras;Total;2016S1;5082
Honduras;Total;2015S2;3897
Honduras;Total;2015S1;3734
Honduras;Total;2014S2;2782
Honduras;Total;2014S1;2899
Honduras;Total;2013S2;2270
Honduras;Total;2013S1;2072
Honduras;Total;2012S2;1965
Honduras;Total;2012S1;3321
Honduras;Total;2011S2;3354
Honduras;Total;2011S1;2907
Honduras;Total;2010S2;2243
Honduras;Total;2010S1;2460
Honduras;Total;2009S2;1919
Honduras;Total;2009S1;1776
Honduras;Total;2008S2;1912
Honduras;Total;2008S1;2639
Honduras;España;2022S1;13
Honduras;España;2021S2;13
Honduras;España;2021S1;5
Honduras;España;2020S2;7
Honduras;España;2020S1;16
Honduras;España;2019S2;11
Honduras;España;2019S1;17
Honduras;España;2018S2;15
Honduras;España;2018S1;7
Honduras;España;2017S2;22
Honduras;España;2017S1;24
Honduras;España;2016S2;24
Honduras;España;2016S1;34
Honduras;España;2015S2;28
Honduras;España;2015S1;22
Honduras;España;2014S2;28
Honduras;España;2014S1;28
Honduras;España;2013S2;25
Honduras;España;2013S1;26
Honduras;España;2012S2;12
Honduras;España;2012S1;14
Honduras;España;2011S2;11
Honduras;España;2011S1;14
Honduras;España;2010S2;4
Honduras;España;2010S1;7
Honduras;España;2009S2;8
Honduras;España;2009S1;6
Honduras;España;2008S2;8
Honduras;España;2008S1;10
Honduras;Extranjero;2022S1;16438
Honduras;Extranjero;2021S2;6972
Honduras;Extranjero;2021S1;3321
Honduras;Extranjero;2020S2;6574
Honduras;Extranjero;2020S1;12066
Honduras;Extranjero;2019S2;14272
Honduras;Extranjero;2019S1;14780
Honduras;Extranjero;2018S2;11885
Honduras;Extranjero;2018S1;11532
Honduras;Extranjero;2017S2;9877
Honduras;Extranjero;2017S1;8359
Honduras;Extranjero;2016S2;5790
Honduras;Extranjero;2016S1;5048
Honduras;Extranjero;2015S2;3869
Honduras;Extranjero;2015S1;3713
Honduras;Extranjero;2014S2;2754
Honduras;Extranjero;2014S1;2871
Honduras;Extranjero;2013S2;2245
Honduras;Extranjero;2013S1;2046
Honduras;Extranjero;2012S2;1952
Honduras;Extranjero;2012S1;3307
Honduras;Extranjero;2011S2;3343
Honduras;Extranjero;2011S1;2893
Honduras;Extranjero;2010S2;2239
Honduras;Extranjero;2010S1;2453
Honduras;Extranjero;2009S2;1911
Honduras;Extranjero;2009S1;1770
Honduras;Extranjero;2008S2;1904
Honduras;Extranjero;2008S1;2629
Nicaragua;Total;2022S1;7145
Nicaragua;Total;2021S2;2091
Nicaragua;Total;2021S1;1586
Nicaragua;Total;2020S2;3362
Nicaragua;Total;2020S1;5876
Nicaragua;Total;2019S2;7993
Nicaragua;Total;2019S1;9119
Nicaragua;Total;2018S2;7239
Nicaragua;Total;2018S1;4155
Nicaragua;Total;2017S2;3021
Nicaragua;Total;2017S1;3149
Nicaragua;Total;2016S2;2120
Nicaragua;Total;2016S1;1990
Nicaragua;Total;2015S2;1553
Nicaragua;Total;2015S1;1545
Nicaragua;Total;2014S2;1298
Nicaragua;Total;2014S1;1395
Nicaragua;Total;2013S2;1057
Nicaragua;Total;2013S1;1077
Nicaragua;Total;2012S2;1050
Nicaragua;Total;2012S1;1717
Nicaragua;Total;2011S2;1895
Nicaragua;Total;2011S1;1695
Nicaragua;Total;2010S2;1406
Nicaragua;Total;2010S1;1559
Nicaragua;Total;2009S2;1264
Nicaragua;Total;2009S1;1090
Nicaragua;Total;2008S2;1210
Nicaragua;Total;2008S1;1684
Nicaragua;España;2022S1;11
Nicaragua;España;2021S2;6
Nicaragua;España;2021S1;3
Nicaragua;España;2020S2;6
Nicaragua;España;2020S1;9
Nicaragua;España;2019S2;15
Nicaragua;España;2019S1;19
Nicaragua;España;2018S2;11
Nicaragua;España;2018S1;15
Nicaragua;España;2017S2;10
Nicaragua;España;2017S1;8
Nicaragua;España;2016S2;14
Nicaragua;España;2016S1;21
Nicaragua;España;2015S2;6
Nicaragua;España;2015S1;13
Nicaragua;España;2014S2;7
Nicaragua;España;2014S1;17
Nicaragua;España;2013S2;7
Nicaragua;España;2013S1;6
Nicaragua;España;2012S2;7
Nicaragua;España;2012S1;6
Nicaragua;España;2011S2;2
Nicaragua;España;2011S1;4
Nicaragua;España;2010S2;3
Nicaragua;España;2010S1;1
Nicaragua;España;2009S2;6
Nicaragua;España;2009S1;1
Nicaragua;España;2008S2;1
Nicaragua;España;2008S1;4
Nicaragua;Extranjero;2022S1;7134
Nicaragua;Extranjero;2021S2;2085
Nicaragua;Extranjero;2021S1;1583
Nicaragua;Extranjero;2020S2;3356
Nicaragua;Extranjero;2020S1;5867
Nicaragua;Extranjero;2019S2;7978
Nicaragua;Extranjero;2019S1;9100
Nicaragua;Extranjero;2018S2;7228
Nicaragua;Extranjero;2018S1;4140
Nicaragua;Extranjero;2017S2;3011
Nicaragua;Extranjero;2017S1;3141
Nicaragua;Extranjero;2016S2;2107
Nicaragua;Extranjero;2016S1;1969
Nicaragua;Extranjero;2015S2;1547
Nicaragua;Extranjero;2015S1;1532
Nicaragua;Extranjero;2014S2;1291
Nicaragua;Extranjero;2014S1;1378
Nicaragua;Extranjero;2013S2;1050
Nicaragua;Extranjero;2013S1;1071
Nicaragua;Extranjero;2012S2;1044
Nicaragua;Extranjero;2012S1;1711
Nicaragua;Extranjero;2011S2;1893
Nicaragua;Extranjero;2011S1;1691
Nicaragua;Extranjero;2010S2;1403
Nicaragua;Extranjero;2010S1;1558
Nicaragua;Extranjero;2009S2;1258
Nicaragua;Extranjero;2009S1;1089
Nicaragua;Extranjero;2008S2;1208
Nicaragua;Extranjero;2008S1;1680
República Dominicana;Total;2022S1;3528
República Dominicana;Total;2021S2;3584
República Dominicana;Total;2021S1;2797
República Dominicana;Total;2020S2;2675
República Dominicana;Total;2020S1;2469
República Dominicana;Total;2019S2;4913
República Dominicana;Total;2019S1;3744
República Dominicana;Total;2018S2;4783
República Dominicana;Total;2018S1;3699
República Dominicana;Total;2017S2;5229
República Dominicana;Total;2017S1;4055
República Dominicana;Total;2016S2;4873
República Dominicana;Total;2016S1;3185
República Dominicana;Total;2015S2;3719
República Dominicana;Total;2015S1;2986
República Dominicana;Total;2014S2;4083
República Dominicana;Total;2014S1;3592
República Dominicana;Total;2013S2;4836
República Dominicana;Total;2013S1;3280
República Dominicana;Total;2012S2;4533
República Dominicana;Total;2012S1;5441
República Dominicana;Total;2011S2;6229
República Dominicana;Total;2011S1;4130
República Dominicana;Total;2010S2;3244
República Dominicana;Total;2010S1;3663
República Dominicana;Total;2009S2;4302
República Dominicana;Total;2009S1;5184
República Dominicana;Total;2008S2;7060
República Dominicana;Total;2008S1;9151
República Dominicana;España;2022S1;20
República Dominicana;España;2021S2;13
República Dominicana;España;2021S1;21
República Dominicana;España;2020S2;24
República Dominicana;España;2020S1;14
República Dominicana;España;2019S2;31
República Dominicana;España;2019S1;27
República Dominicana;España;2018S2;35
República Dominicana;España;2018S1;26
República Dominicana;España;2017S2;58
República Dominicana;España;2017S1;62
República Dominicana;España;2016S2;105
República Dominicana;España;2016S1;109
República Dominicana;España;2015S2;81
República Dominicana;España;2015S1;98
República Dominicana;España;2014S2;95
República Dominicana;España;2014S1;111
República Dominicana;España;2013S2;101
República Dominicana;España;2013S1;87
República Dominicana;España;2012S2;59
República Dominicana;España;2012S1;59
República Dominicana;España;2011S2;54
República Dominicana;España;2011S1;50
República Dominicana;España;2010S2;20
República Dominicana;España;2010S1;38
República Dominicana;España;2009S2;51
República Dominicana;España;2009S1;55
República Dominicana;España;2008S2;41
República Dominicana;España;2008S1;49
República Dominicana;Extranjero;2022S1;3508
República Dominicana;Extranjero;2021S2;3571
República Dominicana;Extranjero;2021S1;2776
República Dominicana;Extranjero;2020S2;2651
República Dominicana;Extranjero;2020S1;2455
República Dominicana;Extranjero;2019S2;4882
República Dominicana;Extranjero;2019S1;3717
República Dominicana;Extranjero;2018S2;4748
República Dominicana;Extranjero;2018S1;3673
República Dominicana;Extranjero;2017S2;5171
República Dominicana;Extranjero;2017S1;3993
República Dominicana;Extranjero;2016S2;4768
República Dominicana;Extranjero;2016S1;3076
República Dominicana;Extranjero;2015S2;3638
República Dominicana;Extranjero;2015S1;2888
República Dominicana;Extranjero;2014S2;3987
República Dominicana;Extranjero;2014S1;3482
República Dominicana;Extranjero;2013S2;4735
República Dominicana;Extranjero;2013S1;3193
República Dominicana;Extranjero;2012S2;4475
República Dominicana;Extranjero;2012S1;5382
República Dominicana;Extranjero;2011S2;6175
República Dominicana;Extranjero;2011S1;4080
República Dominicana;Extranjero;2010S2;3223
República Dominicana;Extranjero;2010S1;3625
República Dominicana;Extranjero;2009S2;4251
República Dominicana;Extranjero;2009S1;5129
República Dominicana;Extranjero;2008S2;7019
República Dominicana;Extranjero;2008S1;9102
Otro país de Centro América y Caribe;Total;2022S1;5009
Otro país de Centro América y Caribe;Total;2021S2;3465
Otro país de Centro América y Caribe;Total;2021S1;1576
Otro país de Centro América y Caribe;Total;2020S2;2501
Otro país de Centro América y Caribe;Total;2020S1;3859
Otro país de Centro América y Caribe;Total;2019S2;5721
Otro país de Centro América y Caribe;Total;2019S1;4741
Otro país de Centro América y Caribe;Total;2018S2;4108
Otro país de Centro América y Caribe;Total;2018S1;3237
Otro país de Centro América y Caribe;Total;2017S2;3240
Otro país de Centro América y Caribe;Total;2017S1;2582
Otro país de Centro América y Caribe;Total;2016S2;2430
Otro país de Centro América y Caribe;Total;2016S1;1819
Otro país de Centro América y Caribe;Total;2015S2;1745
Otro país de Centro América y Caribe;Total;2015S1;1310
Otro país de Centro América y Caribe;Total;2014S2;1462
Otro país de Centro América y Caribe;Total;2014S1;1111
Otro país de Centro América y Caribe;Total;2013S2;1219
Otro país de Centro América y Caribe;Total;2013S1;890
Otro país de Centro América y Caribe;Total;2012S2;1209
Otro país de Centro América y Caribe;Total;2012S1;1150
Otro país de Centro América y Caribe;Total;2011S2;1516
Otro país de Centro América y Caribe;Total;2011S1;1198
Otro país de Centro América y Caribe;Total;2010S2;1277
Otro país de Centro América y Caribe;Total;2010S1;1000
Otro país de Centro América y Caribe;Total;2009S2;1092
Otro país de Centro América y Caribe;Total;2009S1;1135
Otro país de Centro América y Caribe;Total;2008S2;1432
Otro país de Centro América y Caribe;Total;2008S1;1659
Otro país de Centro América y Caribe;España;2022S1;5
Otro país de Centro América y Caribe;España;2021S2;5
Otro país de Centro América y Caribe;España;2021S1;3
Otro país de Centro América y Caribe;España;2020S2;2
Otro país de Centro América y Caribe;España;2020S1;8
Otro país de Centro América y Caribe;España;2019S2;6
Otro país de Centro América y Caribe;España;2019S1;10
Otro país de Centro América y Caribe;España;2018S2;5
Otro país de Centro América y Caribe;España;2018S1;6
Otro país de Centro América y Caribe;España;2017S2;8
Otro país de Centro América y Caribe;España;2017S1;14
Otro país de Centro América y Caribe;España;2016S2;24
Otro país de Centro América y Caribe;España;2016S1;17
Otro país de Centro América y Caribe;España;2015S2;24
Otro país de Centro América y Caribe;España;2015S1;21
Otro país de Centro América y Caribe;España;2014S2;18
Otro país de Centro América y Caribe;España;2014S1;29
Otro país de Centro América y Caribe;España;2013S2;14
Otro país de Centro América y Caribe;España;2013S1;12
Otro país de Centro América y Caribe;España;2012S2;10
Otro país de Centro América y Caribe;España;2012S1;7
Otro país de Centro América y Caribe;España;2011S2;7
Otro país de Centro América y Caribe;España;2011S1;1
Otro país de Centro América y Caribe;España;2010S2;6
Otro país de Centro América y Caribe;España;2010S1;1
Otro país de Centro América y Caribe;España;2009S2;6
Otro país de Centro América y Caribe;España;2009S1;4
Otro país de Centro América y Caribe;España;2008S2;12
Otro país de Centro América y Caribe;España;2008S1;14
Otro país de Centro América y Caribe;Extranjero;2022S1;5004
Otro país de Centro América y Caribe;Extranjero;2021S2;3460
Otro país de Centro América y Caribe;Extranjero;2021S1;1573
Otro país de Centro América y Caribe;Extranjero;2020S2;2499
Otro país de Centro América y Caribe;Extranjero;2020S1;3851
Otro país de Centro América y Caribe;Extranjero;2019S2;5715
Otro país de Centro América y Caribe;Extranjero;2019S1;4731
Otro país de Centro América y Caribe;Extranjero;2018S2;4103
Otro país de Centro América y Caribe;Extranjero;2018S1;3231
Otro país de Centro América y Caribe;Extranjero;2017S2;3232
Otro país de Centro América y Caribe;Extranjero;2017S1;2568
Otro país de Centro América y Caribe;Extranjero;2016S2;2405
Otro país de Centro América y Caribe;Extranjero;2016S1;1801
Otro país de Centro América y Caribe;Extranjero;2015S2;1721
Otro país de Centro América y Caribe;Extranjero;2015S1;1289
Otro país de Centro América y Caribe;Extranjero;2014S2;1444
Otro país de Centro América y Caribe;Extranjero;2014S1;1082
Otro país de Centro América y Caribe;Extranjero;2013S2;1205
Otro país de Centro América y Caribe;Extranjero;2013S1;878
Otro país de Centro América y Caribe;Extranjero;2012S2;1199
Otro país de Centro América y Caribe;Extranjero;2012S1;1143
Otro país de Centro América y Caribe;Extranjero;2011S2;1509
Otro país de Centro América y Caribe;Extranjero;2011S1;1197
Otro país de Centro América y Caribe;Extranjero;2010S2;1271
Otro país de Centro América y Caribe;Extranjero;2010S1;999
Otro país de Centro América y Caribe;Extranjero;2009S2;1086
Otro país de Centro América y Caribe;Extranjero;2009S1;1131
Otro país de Centro América y Caribe;Extranjero;2008S2;1419
Otro país de Centro América y Caribe;Extranjero;2008S1;1644
De Sudamérica;Total;2022S1;193188
De Sudamérica;Total;2021S2;92553
De Sudamérica;Total;2021S1;31379
De Sudamérica;Total;2020S2;46662
De Sudamérica;Total;2020S1;92308
De Sudamérica;Total;2019S2;128299
De Sudamérica;Total;2019S1;106662
De Sudamérica;Total;2018S2;97953
De Sudamérica;Total;2018S1;79764
De Sudamérica;Total;2017S2;73800
De Sudamérica;Total;2017S1;56486
De Sudamérica;Total;2016S2;50707
De Sudamérica;Total;2016S1;38183
De Sudamérica;Total;2015S2;30668
De Sudamérica;Total;2015S1;24133
De Sudamérica;Total;2014S2;25108
De Sudamérica;Total;2014S1;21269
De Sudamérica;Total;2013S2;22558
De Sudamérica;Total;2013S1;19686
De Sudamérica;Total;2012S2;22494
De Sudamérica;Total;2012S1;24918
De Sudamérica;Total;2011S2;32173
De Sudamérica;Total;2011S1;31590
De Sudamérica;Total;2010S2;31664
De Sudamérica;Total;2010S1;35170
De Sudamérica;Total;2009S2;39922
De Sudamérica;Total;2009S1;51920
De Sudamérica;Total;2008S2;77131
De Sudamérica;Total;2008S1;98778
De Sudamérica;España;2022S1;359
De Sudamérica;España;2021S2;258
De Sudamérica;España;2021S1;159
De Sudamérica;España;2020S2;128
De Sudamérica;España;2020S1;209
