Nacionalidad;Pais_de_nacimiento;Periodo;Total
Marruecos;Extranjero;2012S2;9768
Marruecos;Extranjero;2012S1;11631
Marruecos;Extranjero;2011S2;13490
Marruecos;Extranjero;2011S1;13452
Marruecos;Extranjero;2010S2;13010
Marruecos;Extranjero;2010S1;16012
Marruecos;Extranjero;2009S2;16799
Marruecos;Extranjero;2009S1;25256
Marruecos;Extranjero;2008S2;30014
Marruecos;Extranjero;2008S1;40508
Mauritania;Total;2022S1;495
Mauritania;Total;2021S2;737
Mauritania;Total;2021S1;418
Mauritania;Total;2020S2;254
Mauritania;Total;2020S1;275
Mauritania;Total;2019S2;419
Mauritania;Total;2019S1;396
Mauritania;Total;2018S2;395
Mauritania;Total;2018S1;289
Mauritania;Total;2017S2;262
Mauritania;Total;2017S1;193
Mauritania;Total;2016S2;355
Mauritania;Total;2016S1;366
Mauritania;Total;2015S2;373
Mauritania;Total;2015S1;317
Mauritania;Total;2014S2;279
Mauritania;Total;2014S1;270
Mauritania;Total;2013S2;252
Mauritania;Total;2013S1;238
Mauritania;Total;2012S2;226
Mauritania;Total;2012S1;263
Mauritania;Total;2011S2;302
Mauritania;Total;2011S1;320
Mauritania;Total;2010S2;321
Mauritania;Total;2010S1;352
Mauritania;Total;2009S2;371
Mauritania;Total;2009S1;497
Mauritania;Total;2008S2;877
Mauritania;Total;2008S1;735
Mauritania;España;2022S1;10
Mauritania;España;2021S2;32
Mauritania;España;2021S1;7
Mauritania;España;2020S2;4
Mauritania;España;2020S1;1
Mauritania;España;2019S2;5
Mauritania;España;2019S1;5
Mauritania;España;2018S2;10
Mauritania;España;2018S1;12
Mauritania;España;2017S2;16
Mauritania;España;2017S1;13
Mauritania;España;2016S2;25
Mauritania;España;2016S1;20
Mauritania;España;2015S2;25
Mauritania;España;2015S1;26
Mauritania;España;2014S2;21
Mauritania;España;2014S1;25
Mauritania;España;2013S2;24
Mauritania;España;2013S1;21
Mauritania;España;2012S2;19
Mauritania;España;2012S1;20
Mauritania;España;2011S2;16
Mauritania;España;2011S1;18
Mauritania;España;2010S2;14
Mauritania;España;2010S1;11
Mauritania;España;2009S2;14
Mauritania;España;2009S1;9
Mauritania;España;2008S2;25
Mauritania;España;2008S1;18
Mauritania;Extranjero;2022S1;485
Mauritania;Extranjero;2021S2;705
Mauritania;Extranjero;2021S1;411
Mauritania;Extranjero;2020S2;250
Mauritania;Extranjero;2020S1;274
Mauritania;Extranjero;2019S2;414
Mauritania;Extranjero;2019S1;391
Mauritania;Extranjero;2018S2;385
Mauritania;Extranjero;2018S1;277
Mauritania;Extranjero;2017S2;246
Mauritania;Extranjero;2017S1;180
Mauritania;Extranjero;2016S2;330
Mauritania;Extranjero;2016S1;346
Mauritania;Extranjero;2015S2;349
Mauritania;Extranjero;2015S1;291
Mauritania;Extranjero;2014S2;259
Mauritania;Extranjero;2014S1;245
Mauritania;Extranjero;2013S2;228
Mauritania;Extranjero;2013S1;217
Mauritania;Extranjero;2012S2;208
Mauritania;Extranjero;2012S1;243
Mauritania;Extranjero;2011S2;286
Mauritania;Extranjero;2011S1;302
Mauritania;Extranjero;2010S2;307
Mauritania;Extranjero;2010S1;341
Mauritania;Extranjero;2009S2;357
Mauritania;Extranjero;2009S1;488
Mauritania;Extranjero;2008S2;852
Mauritania;Extranjero;2008S1;717
Nigeria;Total;2022S1;843
Nigeria;Total;2021S2;800
Nigeria;Total;2021S1;662
Nigeria;Total;2020S2;645
Nigeria;Total;2020S1;539
Nigeria;Total;2019S2;821
Nigeria;Total;2019S1;819
Nigeria;Total;2018S2;910
Nigeria;Total;2018S1;746
Nigeria;Total;2017S2;799
Nigeria;Total;2017S1;670
Nigeria;Total;2016S2;651
Nigeria;Total;2016S1;668
Nigeria;Total;2015S2;692
Nigeria;Total;2015S1;669
Nigeria;Total;2014S2;685
Nigeria;Total;2014S1;677
Nigeria;Total;2013S2;764
Nigeria;Total;2013S1;792
Nigeria;Total;2012S2;880
Nigeria;Total;2012S1;1015
Nigeria;Total;2011S2;1100
Nigeria;Total;2011S1;1184
Nigeria;Total;2010S2;1147
Nigeria;Total;2010S1;1364
Nigeria;Total;2009S2;1467
Nigeria;Total;2009S1;1566
Nigeria;Total;2008S2;2140
Nigeria;Total;2008S1;2767
Nigeria;España;2022S1;8
Nigeria;España;2021S2;1
Nigeria;España;2021S1;4
Nigeria;España;2020S2;2
Nigeria;España;2020S1;1
Nigeria;España;2019S2;8
Nigeria;España;2019S1;4
Nigeria;España;2018S2;3
Nigeria;España;2018S1;2
Nigeria;España;2017S2;16
Nigeria;España;2017S1;20
Nigeria;España;2016S2;32
Nigeria;España;2016S1;51
Nigeria;España;2015S2;40
Nigeria;España;2015S1;42
Nigeria;España;2014S2;43
Nigeria;España;2014S1;50
Nigeria;España;2013S2;44
Nigeria;España;2013S1;34
Nigeria;España;2012S2;35
Nigeria;España;2012S1;33
Nigeria;España;2011S2;34
Nigeria;España;2011S1;44
Nigeria;España;2010S2;32
Nigeria;España;2010S1;52
Nigeria;España;2009S2;30
Nigeria;España;2009S1;29
Nigeria;España;2008S2;31
Nigeria;España;2008S1;32
Nigeria;Extranjero;2022S1;835
Nigeria;Extranjero;2021S2;799
Nigeria;Extranjero;2021S1;658
Nigeria;Extranjero;2020S2;643
Nigeria;Extranjero;2020S1;538
Nigeria;Extranjero;2019S2;813
Nigeria;Extranjero;2019S1;815
Nigeria;Extranjero;2018S2;907
Nigeria;Extranjero;2018S1;744
Nigeria;Extranjero;2017S2;783
Nigeria;Extranjero;2017S1;650
Nigeria;Extranjero;2016S2;619
Nigeria;Extranjero;2016S1;616
Nigeria;Extranjero;2015S2;651
Nigeria;Extranjero;2015S1;627
Nigeria;Extranjero;2014S2;641
Nigeria;Extranjero;2014S1;626
Nigeria;Extranjero;2013S2;720
Nigeria;Extranjero;2013S1;758
Nigeria;Extranjero;2012S2;844
Nigeria;Extranjero;2012S1;982
Nigeria;Extranjero;2011S2;1066
Nigeria;Extranjero;2011S1;1140
Nigeria;Extranjero;2010S2;1115
Nigeria;Extranjero;2010S1;1312
Nigeria;Extranjero;2009S2;1437
Nigeria;Extranjero;2009S1;1537
Nigeria;Extranjero;2008S2;2109
Nigeria;Extranjero;2008S1;2735
Senegal;Total;2022S1;3845
Senegal;Total;2021S2;4128
Senegal;Total;2021S1;3025
Senegal;Total;2020S2;2714
Senegal;Total;2020S1;2364
Senegal;Total;2019S2;3941
Senegal;Total;2019S1;3905
Senegal;Total;2018S2;3992
Senegal;Total;2018S1;2685
Senegal;Total;2017S2;2372
Senegal;Total;2017S1;1927
Senegal;Total;2016S2;1881
Senegal;Total;2016S1;1949
Senegal;Total;2015S2;1738
Senegal;Total;2015S1;1647
Senegal;Total;2014S2;1594
Senegal;Total;2014S1;1388
Senegal;Total;2013S2;1615
Senegal;Total;2013S1;1476
Senegal;Total;2012S2;1362
Senegal;Total;2012S1;1561
Senegal;Total;2011S2;1886
Senegal;Total;2011S1;1715
Senegal;Total;2010S2;1755
Senegal;Total;2010S1;2069
Senegal;Total;2009S2;2983
Senegal;Total;2009S1;4193
Senegal;Total;2008S2;5540
Senegal;Total;2008S1;5028
Senegal;España;2022S1;10
Senegal;España;2021S2;12
Senegal;España;2021S1;15
Senegal;España;2020S2;9
Senegal;España;2020S1;4
Senegal;España;2019S2;18
Senegal;España;2019S1;8
Senegal;España;2018S2;8
Senegal;España;2018S1;8
Senegal;España;2017S2;23
Senegal;España;2017S1;15
Senegal;España;2016S2;33
Senegal;España;2016S1;40
Senegal;España;2015S2;48
Senegal;España;2015S1;44
Senegal;España;2014S2;34
Senegal;España;2014S1;38
Senegal;España;2013S2;46
Senegal;España;2013S1;44
Senegal;España;2012S2;25
Senegal;España;2012S1;25
Senegal;España;2011S2;36
Senegal;España;2011S1;30
Senegal;España;2010S2;27
Senegal;España;2010S1;39
Senegal;España;2009S2;31
Senegal;España;2009S1;51
Senegal;España;2008S2;49
Senegal;España;2008S1;25
Senegal;Extranjero;2022S1;3835
Senegal;Extranjero;2021S2;4116
Senegal;Extranjero;2021S1;3010
Senegal;Extranjero;2020S2;2705
Senegal;Extranjero;2020S1;2360
Senegal;Extranjero;2019S2;3923
Senegal;Extranjero;2019S1;3897
Senegal;Extranjero;2018S2;3984
Senegal;Extranjero;2018S1;2677
Senegal;Extranjero;2017S2;2349
Senegal;Extranjero;2017S1;1912
Senegal;Extranjero;2016S2;1848
Senegal;Extranjero;2016S1;1909
Senegal;Extranjero;2015S2;1691
Senegal;Extranjero;2015S1;1603
Senegal;Extranjero;2014S2;1561
Senegal;Extranjero;2014S1;1350
Senegal;Extranjero;2013S2;1568
Senegal;Extranjero;2013S1;1432
Senegal;Extranjero;2012S2;1337
Senegal;Extranjero;2012S1;1537
Senegal;Extranjero;2011S2;1850
Senegal;Extranjero;2011S1;1686
Senegal;Extranjero;2010S2;1728
Senegal;Extranjero;2010S1;2030
Senegal;Extranjero;2009S2;2952
Senegal;Extranjero;2009S1;4142
Senegal;Extranjero;2008S2;5491
Senegal;Extranjero;2008S1;5003
Otro país de África;Total;2022S1;2881
Otro país de África;Total;2021S2;2964
Otro país de África;Total;2021S1;2150
Otro país de África;Total;2020S2;1714
Otro país de África;Total;2020S1;1624
Otro país de África;Total;2019S2;3023
Otro país de África;Total;2019S1;2666
Otro país de África;Total;2018S2;2818
Otro país de África;Total;2018S1;2114
Otro país de África;Total;2017S2;2488
Otro país de África;Total;2017S1;1876
Otro país de África;Total;2016S2;1986
Otro país de África;Total;2016S1;1852
Otro país de África;Total;2015S2;1964
Otro país de África;Total;2015S1;1738
Otro país de África;Total;2014S2;1776
Otro país de África;Total;2014S1;1668
Otro país de África;Total;2013S2;1889
Otro país de África;Total;2013S1;1474
Otro país de África;Total;2012S2;1714
Otro país de África;Total;2012S1;1697
Otro país de África;Total;2011S2;1892
Otro país de África;Total;2011S1;1526
Otro país de África;Total;2010S2;1507
Otro país de África;Total;2010S1;1562
Otro país de África;Total;2009S2;1905
Otro país de África;Total;2009S1;2052
Otro país de África;Total;2008S2;2436
Otro país de África;Total;2008S1;2694
Otro país de África;España;2022S1;15
Otro país de África;España;2021S2;7
Otro país de África;España;2021S1;8
Otro país de África;España;2020S2;9
Otro país de África;España;2020S1;7
Otro país de África;España;2019S2;14
Otro país de África;España;2019S1;13
Otro país de África;España;2018S2;12
Otro país de África;España;2018S1;20
Otro país de África;España;2017S2;31
Otro país de África;España;2017S1;22
Otro país de África;España;2016S2;58
Otro país de África;España;2016S1;95
Otro país de África;España;2015S2;76
Otro país de África;España;2015S1;56
Otro país de África;España;2014S2;87
Otro país de África;España;2014S1;92
Otro país de África;España;2013S2;91
Otro país de África;España;2013S1;57
Otro país de África;España;2012S2;48
Otro país de África;España;2012S1;61
Otro país de África;España;2011S2;46
Otro país de África;España;2011S1;34
Otro país de África;España;2010S2;31
Otro país de África;España;2010S1;42
Otro país de África;España;2009S2;45
Otro país de África;España;2009S1;44
Otro país de África;España;2008S2;44
Otro país de África;España;2008S1;50
Otro país de África;Extranjero;2022S1;2866
Otro país de África;Extranjero;2021S2;2957
Otro país de África;Extranjero;2021S1;2142
Otro país de África;Extranjero;2020S2;1705
Otro país de África;Extranjero;2020S1;1617
Otro país de África;Extranjero;2019S2;3009
Otro país de África;Extranjero;2019S1;2653
Otro país de África;Extranjero;2018S2;2806
Otro país de África;Extranjero;2018S1;2094
Otro país de África;Extranjero;2017S2;2457
Otro país de África;Extranjero;2017S1;1854
Otro país de África;Extranjero;2016S2;1929
Otro país de África;Extranjero;2016S1;1757
Otro país de África;Extranjero;2015S2;1888
Otro país de África;Extranjero;2015S1;1682
Otro país de África;Extranjero;2014S2;1689
Otro país de África;Extranjero;2014S1;1575
Otro país de África;Extranjero;2013S2;1799
Otro país de África;Extranjero;2013S1;1417
Otro país de África;Extranjero;2012S2;1666
Otro país de África;Extranjero;2012S1;1637
Otro país de África;Extranjero;2011S2;1847
Otro país de África;Extranjero;2011S1;1491
Otro país de África;Extranjero;2010S2;1476
Otro país de África;Extranjero;2010S1;1520
Otro país de África;Extranjero;2009S2;1860
Otro país de África;Extranjero;2009S1;2007
Otro país de África;Extranjero;2008S2;2392
Otro país de África;Extranjero;2008S1;2644
De América del Norte;Total;2022S1;7679
De América del Norte;Total;2021S2;10812
De América del Norte;Total;2021S1;5040
De América del Norte;Total;2020S2;5602
De América del Norte;Total;2020S1;4348
De América del Norte;Total;2019S2;10388
De América del Norte;Total;2019S1;5945
De América del Norte;Total;2018S2;9196
De América del Norte;Total;2018S1;5334
De América del Norte;Total;2017S2;8682
De América del Norte;Total;2017S1;4697
De América del Norte;Total;2016S2;6657
De América del Norte;Total;2016S1;3841
De América del Norte;Total;2015S2;6860
De América del Norte;Total;2015S1;3393
De América del Norte;Total;2014S2;6342
De América del Norte;Total;2014S1;3188
De América del Norte;Total;2013S2;6145
De América del Norte;Total;2013S1;3393
De América del Norte;Total;2012S2;5861
De América del Norte;Total;2012S1;4015
De América del Norte;Total;2011S2;6346
De América del Norte;Total;2011S1;3926
De América del Norte;Total;2010S2;4923
De América del Norte;Total;2010S1;3186
De América del Norte;Total;2009S2;4279
De América del Norte;Total;2009S1;3435
De América del Norte;Total;2008S2;4862
De América del Norte;Total;2008S1;4077
De América del Norte;España;2022S1;36
De América del Norte;España;2021S2;44
De América del Norte;España;2021S1;25
De América del Norte;España;2020S2;20
De América del Norte;España;2020S1;40
De América del Norte;España;2019S2;60
De América del Norte;España;2019S1;34
De América del Norte;España;2018S2;67
De América del Norte;España;2018S1;51
De América del Norte;España;2017S2;79
De América del Norte;España;2017S1;51
De América del Norte;España;2016S2;62
De América del Norte;España;2016S1;64
De América del Norte;España;2015S2;63
De América del Norte;España;2015S1;51
De América del Norte;España;2014S2;60
De América del Norte;España;2014S1;58
De América del Norte;España;2013S2;55
De América del Norte;España;2013S1;63
De América del Norte;España;2012S2;51
De América del Norte;España;2012S1;53
De América del Norte;España;2011S2;63
De América del Norte;España;2011S1;37
De América del Norte;España;2010S2;51
De América del Norte;España;2010S1;57
De América del Norte;España;2009S2;50
De América del Norte;España;2009S1;48
De América del Norte;España;2008S2;65
De América del Norte;España;2008S1;58
De América del Norte;Extranjero;2022S1;7643
De América del Norte;Extranjero;2021S2;10768
De América del Norte;Extranjero;2021S1;5015
De América del Norte;Extranjero;2020S2;5582
De América del Norte;Extranjero;2020S1;4308
De América del Norte;Extranjero;2019S2;10328
De América del Norte;Extranjero;2019S1;5911
De América del Norte;Extranjero;2018S2;9129
De América del Norte;Extranjero;2018S1;5283
De América del Norte;Extranjero;2017S2;8603
De América del Norte;Extranjero;2017S1;4646
De América del Norte;Extranjero;2016S2;6595
De América del Norte;Extranjero;2016S1;3778
De América del Norte;Extranjero;2015S2;6797
De América del Norte;Extranjero;2015S1;3342
De América del Norte;Extranjero;2014S2;6282
De América del Norte;Extranjero;2014S1;3130
De América del Norte;Extranjero;2013S2;6089
De América del Norte;Extranjero;2013S1;3330
De América del Norte;Extranjero;2012S2;5810
De América del Norte;Extranjero;2012S1;3963
De América del Norte;Extranjero;2011S2;6284
De América del Norte;Extranjero;2011S1;3889
De América del Norte;Extranjero;2010S2;4872
De América del Norte;Extranjero;2010S1;3129
De América del Norte;Extranjero;2009S2;4229
De América del Norte;Extranjero;2009S1;3387
De América del Norte;Extranjero;2008S2;4797
De América del Norte;Extranjero;2008S1;4019
Estados Unidos de América;Total;2022S1;3739
Estados Unidos de América;Total;2021S2;6239
Estados Unidos de América;Total;2021S1;2664
Estados Unidos de América;Total;2020S2;3355
Estados Unidos de América;Total;2020S1;2187
Estados Unidos de América;Total;2019S2;5967
Estados Unidos de América;Total;2019S1;3147
Estados Unidos de América;Total;2018S2;5303
Estados Unidos de América;Total;2018S1;2896
Estados Unidos de América;Total;2017S2;4968
Estados Unidos de América;Total;2017S1;2503
Estados Unidos de América;Total;2016S2;3836
Estados Unidos de América;Total;2016S1;2083
Estados Unidos de América;Total;2015S2;3895
Estados Unidos de América;Total;2015S1;1730
Estados Unidos de América;Total;2014S2;3716
Estados Unidos de América;Total;2014S1;1574
Estados Unidos de América;Total;2013S2;3659
Estados Unidos de América;Total;2013S1;1868
Estados Unidos de América;Total;2012S2;3026
Estados Unidos de América;Total;2012S1;1920
Estados Unidos de América;Total;2011S2;3148
Estados Unidos de América;Total;2011S1;1871
Estados Unidos de América;Total;2010S2;2278
Estados Unidos de América;Total;2010S1;1417
Estados Unidos de América;Total;2009S2;2038
Estados Unidos de América;Total;2009S1;1454
Estados Unidos de América;Total;2008S2;1992
Estados Unidos de América;Total;2008S1;1698
Estados Unidos de América;España;2022S1;25
Estados Unidos de América;España;2021S2;31
Estados Unidos de América;España;2021S1;20
Estados Unidos de América;España;2020S2;13
Estados Unidos de América;España;2020S1;22
Estados Unidos de América;España;2019S2;42
Estados Unidos de América;España;2019S1;32
Estados Unidos de América;España;2018S2;53
Estados Unidos de América;España;2018S1;35
Estados Unidos de América;España;2017S2;60
Estados Unidos de América;España;2017S1;39
Estados Unidos de América;España;2016S2;45
Estados Unidos de América;España;2016S1;47
Estados Unidos de América;España;2015S2;43
Estados Unidos de América;España;2015S1;35
Estados Unidos de América;España;2014S2;36
Estados Unidos de América;España;2014S1;39
Estados Unidos de América;España;2013S2;39
Estados Unidos de América;España;2013S1;45
Estados Unidos de América;España;2012S2;39
Estados Unidos de América;España;2012S1;40
Estados Unidos de América;España;2011S2;44
Estados Unidos de América;España;2011S1;27
Estados Unidos de América;España;2010S2;43
Estados Unidos de América;España;2010S1;42
Estados Unidos de América;España;2009S2;39
Estados Unidos de América;España;2009S1;38
Estados Unidos de América;España;2008S2;48
Estados Unidos de América;España;2008S1;42
Estados Unidos de América;Extranjero;2022S1;3714
Estados Unidos de América;Extranjero;2021S2;6208
Estados Unidos de América;Extranjero;2021S1;2644
Estados Unidos de América;Extranjero;2020S2;3342
Estados Unidos de América;Extranjero;2020S1;2165
Estados Unidos de América;Extranjero;2019S2;5925
Estados Unidos de América;Extranjero;2019S1;3115
Estados Unidos de América;Extranjero;2018S2;5250
Estados Unidos de América;Extranjero;2018S1;2861
Estados Unidos de América;Extranjero;2017S2;4908
Estados Unidos de América;Extranjero;2017S1;2464
Estados Unidos de América;Extranjero;2016S2;3791
Estados Unidos de América;Extranjero;2016S1;2035
Estados Unidos de América;Extranjero;2015S2;3852
Estados Unidos de América;Extranjero;2015S1;1695
Estados Unidos de América;Extranjero;2014S2;3680
Estados Unidos de América;Extranjero;2014S1;1535
Estados Unidos de América;Extranjero;2013S2;3620
Estados Unidos de América;Extranjero;2013S1;1823
Estados Unidos de América;Extranjero;2012S2;2987
Estados Unidos de América;Extranjero;2012S1;1880
Estados Unidos de América;Extranjero;2011S2;3103
Estados Unidos de América;Extranjero;2011S1;1844
Estados Unidos de América;Extranjero;2010S2;2235
Estados Unidos de América;Extranjero;2010S1;1375
Estados Unidos de América;Extranjero;2009S2;1999
Estados Unidos de América;Extranjero;2009S1;1416
Estados Unidos de América;Extranjero;2008S2;1944
Estados Unidos de América;Extranjero;2008S1;1656
México;Total;2022S1;3412
México;Total;2021S2;3807
México;Total;2021S1;1971
México;Total;2020S2;1793
México;Total;2020S1;1860
México;Total;2019S2;3776
México;Total;2019S1;2393
México;Total;2018S2;3240
México;Total;2018S1;2099
México;Total;2017S2;3126
México;Total;2017S1;1910
México;Total;2016S2;2357
México;Total;2016S1;1492
México;Total;2015S2;2502
México;Total;2015S1;1413
México;Total;2014S2;2174
México;Total;2014S1;1381
México;Total;2013S2;2071
México;Total;2013S1;1262
México;Total;2012S2;2462
México;Total;2012S1;1832
México;Total;2011S2;2761
México;Total;2011S1;1830
México;Total;2010S2;2352
México;Total;2010S1;1569
México;Total;2009S2;2003
México;Total;2009S1;1811
México;Total;2008S2;2629
México;Total;2008S1;2204
México;España;2022S1;5
México;España;2021S2;10
México;España;2021S1;3
México;España;2020S2;4
México;España;2020S1;11
México;España;2019S2;13
México;España;2019S1;2
México;España;2018S2;11
México;España;2018S1;7
México;España;2017S2;14
México;España;2017S1;8
México;España;2016S2;13
México;España;2016S1;13
México;España;2015S2;16
México;España;2015S1;10
México;España;2014S2;19
México;España;2014S1;16
México;España;2013S2;10
México;España;2013S1;15
México;España;2012S2;7
México;España;2012S1;11
México;España;2011S2;9
México;España;2011S1;4
México;España;2010S2;3
México;España;2010S1;8
México;España;2009S2;8
México;España;2009S1;7
México;España;2008S2;9
México;España;2008S1;10
México;Extranjero;2022S1;3407
México;Extranjero;2021S2;3797
México;Extranjero;2021S1;1968
México;Extranjero;2020S2;1789
México;Extranjero;2020S1;1849
México;Extranjero;2019S2;3763
México;Extranjero;2019S1;2391
México;Extranjero;2018S2;3229
México;Extranjero;2018S1;2092
México;Extranjero;2017S2;3112
México;Extranjero;2017S1;1902
México;Extranjero;2016S2;2344
México;Extranjero;2016S1;1479
México;Extranjero;2015S2;2486
México;Extranjero;2015S1;1403
México;Extranjero;2014S2;2155
México;Extranjero;2014S1;1365
México;Extranjero;2013S2;2061
México;Extranjero;2013S1;1247
México;Extranjero;2012S2;2455
México;Extranjero;2012S1;1821
México;Extranjero;2011S2;2752
México;Extranjero;2011S1;1826
México;Extranjero;2010S2;2349
México;Extranjero;2010S1;1560
México;Extranjero;2009S2;1995
México;Extranjero;2009S1;1804
México;Extranjero;2008S2;2620
México;Extranjero;2008S1;2194
Canadá;Total;2022S1;528
Canadá;Total;2021S2;766
Canadá;Total;2021S1;405
Canadá;Total;2020S2;454
Canadá;Total;2020S1;301
Canadá;Total;2019S2;645
Canadá;Total;2019S1;405
Canadá;Total;2018S2;653
Canadá;Total;2018S1;339
Canadá;Total;2017S2;588
Canadá;Total;2017S1;284
Canadá;Total;2016S2;464
Canadá;Total;2016S1;267
Canadá;Total;2015S2;463
Canadá;Total;2015S1;250
Canadá;Total;2014S2;452
Canadá;Total;2014S1;233
Canadá;Total;2013S2;415
Canadá;Total;2013S1;263
Canadá;Total;2012S2;373
Canadá;Total;2012S1;264
Canadá;Total;2011S2;438
Canadá;Total;2011S1;225
Canadá;Total;2010S2;292
Canadá;Total;2010S1;201
Canadá;Total;2009S2;238
Canadá;Total;2009S1;169
Canadá;Total;2008S2;241
Canadá;Total;2008S1;175
Canadá;España;2022S1;6
Canadá;España;2021S2;3
Canadá;España;2021S1;2
Canadá;España;2020S2;3
Canadá;España;2020S1;7
Canadá;España;2019S2;5
Canadá;España;2019S1;0
Canadá;España;2018S2;3
Canadá;España;2018S1;9
Canadá;España;2017S2;5
Canadá;España;2017S1;4
Canadá;España;2016S2;4
Canadá;España;2016S1;3
Canadá;España;2015S2;4
Canadá;España;2015S1;6
Canadá;España;2014S2;5
Canadá;España;2014S1;3
Canadá;España;2013S2;6
Canadá;España;2013S1;3
Canadá;España;2012S2;5
Canadá;España;2012S1;2
Canadá;España;2011S2;9
Canadá;España;2011S1;6
Canadá;España;2010S2;5
Canadá;España;2010S1;7
Canadá;España;2009S2;3
Canadá;España;2009S1;3
Canadá;España;2008S2;8
Canadá;España;2008S1;6
Canadá;Extranjero;2022S1;522
Canadá;Extranjero;2021S2;763
Canadá;Extranjero;2021S1;403
Canadá;Extranjero;2020S2;451
Canadá;Extranjero;2020S1;294
Canadá;Extranjero;2019S2;640
Canadá;Extranjero;2019S1;405
Canadá;Extranjero;2018S2;650
Canadá;Extranjero;2018S1;330
Canadá;Extranjero;2017S2;583
Canadá;Extranjero;2017S1;280
Canadá;Extranjero;2016S2;459
Canadá;Extranjero;2016S1;264
Canadá;Extranjero;2015S2;459
Canadá;Extranjero;2015S1;244
Canadá;Extranjero;2014S2;447
Canadá;Extranjero;2014S1;230
Canadá;Extranjero;2013S2;409
Canadá;Extranjero;2013S1;260
Canadá;Extranjero;2012S2;368
Canadá;Extranjero;2012S1;261
Canadá;Extranjero;2011S2;429
Canadá;Extranjero;2011S1;218
Canadá;Extranjero;2010S2;287
Canadá;Extranjero;2010S1;194
Canadá;Extranjero;2009S2;235
Canadá;Extranjero;2009S1;166
Canadá;Extranjero;2008S2;233
Canadá;Extranjero;2008S1;169
De Centro América y Caribe;Total;2022S1;38818
De Centro América y Caribe;Total;2021S2;21663
De Centro América y Caribe;Total;2021S1;13334
De Centro América y Caribe;Total;2020S2;16886
De Centro América y Caribe;Total;2020S1;28948
De Centro América y Caribe;Total;2019S2;40658
De Centro América y Caribe;Total;2019S1;38815
De Centro América y Caribe;Total;2018S2;34201
De Centro América y Caribe;Total;2018S1;27787
De Centro América y Caribe;Total;2017S2;25586
De Centro América y Caribe;Total;2017S1;21978
De Centro América y Caribe;Total;2016S2;18482
De Centro América y Caribe;Total;2016S1;14701
De Centro América y Caribe;Total;2015S2;13613
De Centro América y Caribe;Total;2015S1;11730
De Centro América y Caribe;Total;2014S2;12091
De Centro América y Caribe;Total;2014S1;11138
De Centro América y Caribe;Total;2013S2;12085
De Centro América y Caribe;Total;2013S1;9733
De Centro América y Caribe;Total;2012S2;11468
De Centro América y Caribe;Total;2012S1;14649
De Centro América y Caribe;Total;2011S2;16836
De Centro América y Caribe;Total;2011S1;13488
De Centro América y Caribe;Total;2010S2;11622
De Centro América y Caribe;Total;2010S1;11344
De Centro América y Caribe;Total;2009S2;11303
De Centro América y Caribe;Total;2009S1;12092
De Centro América y Caribe;Total;2008S2;15725
De Centro América y Caribe;Total;2008S1;19931
De Centro América y Caribe;España;2022S1;54
De Centro América y Caribe;España;2021S2;42
De Centro América y Caribe;España;2021S1;35
De Centro América y Caribe;España;2020S2;41
De Centro América y Caribe;España;2020S1;50
De Centro América y Caribe;España;2019S2;77
De Centro América y Caribe;España;2019S1;75
De Centro América y Caribe;España;2018S2;69
De Centro América y Caribe;España;2018S1;62
De Centro América y Caribe;España;2017S2;107
De Centro América y Caribe;España;2017S1;114
De Centro América y Caribe;España;2016S2;178
De Centro América y Caribe;España;2016S1;194
De Centro América y Caribe;España;2015S2;146
De Centro América y Caribe;España;2015S1;165
De Centro América y Caribe;España;2014S2;156
De Centro América y Caribe;España;2014S1;200
De Centro América y Caribe;España;2013S2;158
De Centro América y Caribe;España;2013S1;140
De Centro América y Caribe;España;2012S2;105
De Centro América y Caribe;España;2012S1;101
De Centro América y Caribe;España;2011S2;88
De Centro América y Caribe;España;2011S1;76
De Centro América y Caribe;España;2010S2;39
De Centro América y Caribe;España;2010S1;53
De Centro América y Caribe;España;2009S2;80
De Centro América y Caribe;España;2009S1;76
De Centro América y Caribe;España;2008S2;73
De Centro América y Caribe;España;2008S1;93
De Centro América y Caribe;Extranjero;2022S1;38764
De Centro América y Caribe;Extranjero;2021S2;21621
De Centro América y Caribe;Extranjero;2021S1;13299
De Centro América y Caribe;Extranjero;2020S2;16845
De Centro América y Caribe;Extranjero;2020S1;28898
De Centro América y Caribe;Extranjero;2019S2;40581
De Centro América y Caribe;Extranjero;2019S1;38740
De Centro América y Caribe;Extranjero;2018S2;34132
De Centro América y Caribe;Extranjero;2018S1;27725
De Centro América y Caribe;Extranjero;2017S2;25479
De Centro América y Caribe;Extranjero;2017S1;21864
De Centro América y Caribe;Extranjero;2016S2;18304
De Centro América y Caribe;Extranjero;2016S1;14507
De Centro América y Caribe;Extranjero;2015S2;13466
De Centro América y Caribe;Extranjero;2015S1;11566
De Centro América y Caribe;Extranjero;2014S2;11935
De Centro América y Caribe;Extranjero;2014S1;10938
De Centro América y Caribe;Extranjero;2013S2;11927
De Centro América y Caribe;Extranjero;2013S1;9594
De Centro América y Caribe;Extranjero;2012S2;11363
De Centro América y Caribe;Extranjero;2012S1;14548
De Centro América y Caribe;Extranjero;2011S2;16748
De Centro América y Caribe;Extranjero;2011S1;13412
De Centro América y Caribe;Extranjero;2010S2;11582
De Centro América y Caribe;Extranjero;2010S1;11291
